year,station,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,FZF0,FZF5,FZF6,FZF7,TAVG,TMAX,TMIN,CDSD,CLDD,FZF1,HDSD,HTDD,FZF8,FZF2,FZF9,FZF3,FZF4,DP01,DP10,DP1X,EMXP,PRCP,DSND,DSNW,EMSD,EMSN,SNOW,DYTS
1962,GHCND:AG000060390,0.0,0.0,0.0,203.0,26.0,0.5,39.5,,,,,,,,714.2,714.2,,978.6,978.6,,,,,,98.0,63.0,9.0,60.5,,,,,,,
1963,GHCND:AG000060390,0.0,4.0,0.0,233.0,21.0,-1.5,38.9,,-0.6,,,,,,664.0,664.0,,1159.7,,,,,,,102.0,54.0,4.0,79.1,,,,,,,
1964,GHCND:AG000060390,0.0,3.0,0.0,217.0,22.0,-0.2,38.6,,-0.1,,,17.28,23.32,11.24,719.7,719.7,,936.9,936.9,,,,,,76.0,48.0,6.0,108.0,673.1,,,,,,
1965,GHCND:AG000060390,0.0,5.0,0.0,219.0,27.0,-1.0,37.3,-0.1,-1.0,,,17.26,23.2,,705.4,705.4,,1241.7,1241.7,,,,,,,,,,,,,,,,
1966,GHCND:AG000060390,0.0,2.0,0.0,212.0,10.0,-0.5,37.0,,-0.5,,,17.22,22.98,11.47,643.9,643.9,,868.8,868.8,,,,,,,,,,,,,,,,
1967,GHCND:AG000060390,0.0,0.0,0.0,216.0,31.0,0.1,43.9,,,,,17.65,23.43,11.86,806.9,806.9,,1173.7,1173.7,,,,,,,,,,,,,,,,
1968,GHCND:AG000060390,0.0,0.0,0.0,223.0,18.0,1.2,44.2,,,,,17.64,23.41,11.86,684.9,684.9,,967.4,967.4,,,,,,75.0,46.0,8.0,39.6,582.6,,,,,,
1969,GHCND:AG000060390,0.0,2.0,0.0,211.0,12.0,-0.9,41.8,,-0.9,,,17.12,22.22,12.01,567.4,567.4,,945.9,945.9,,,,,,130.0,78.0,11.0,45.2,1006.4,,,,,,
1970,GHCND:AG000060390,0.0,1.0,0.0,212.0,19.0,0.0,42.8,,0.0,,,17.25,23.16,11.35,674.9,674.9,,1048.7,1048.7,,,,,,83.0,49.0,7.0,86.2,722.1,,,,,,
1971,GHCND:AG000060390,0.0,7.0,0.0,198.0,36.0,-0.6,43.3,,-0.3,,,16.98,22.56,11.4,738.2,738.2,,1155.6,1155.6,,,,,,92.0,50.0,5.0,136.6,711.0,,,,,,
1972,GHCND:AG000060390,0.0,0.0,0.0,202.0,6.0,0.9,41.4,,,,,16.61,21.56,11.66,467.6,467.6,,1147.5,1147.5,,,,,,114.0,77.0,9.0,91.6,1031.3,,,,,,
1973,GHCND:AG000060390,0.0,0.0,0.0,191.0,17.0,0.3,41.2,,,,,16.82,21.91,11.73,721.4,721.4,,1213.6,1213.6,,,,,,,,,,,,,,,,
1974,GHCND:AG000060390,0.0,1.0,0.0,185.0,18.0,-1.0,40.6,,-1.0,,,16.89,22.53,11.23,666.4,666.4,,1137.3,1137.3,,,,,,81.0,54.0,7.0,86.7,782.5,,,,,,
1975,GHCND:AG000060390,0.0,2.0,0.0,201.0,29.0,-0.4,39.3,,-0.3,,,16.92,22.61,11.24,681.7,681.7,,1249.7,1249.7,,,,,,92.0,60.0,4.0,42.0,711.5,,,,,,
1976,GHCND:AG000060390,0.0,2.0,0.0,185.0,19.0,0.0,38.6,,0.0,,,16.75,22.16,11.34,659.7,659.7,,1211.6,1211.6,,,,,,,,,,,,,,,,
1977,GHCND:AG000060390,0.0,0.0,0.0,239.0,8.0,0.4,37.5,,,,,17.21,23.27,11.14,546.6,546.6,,1074.9,1074.9,,,,,,74.0,39.0,5.0,48.5,496.4,,,,,,
1978,GHCND:AG000060390,0.0,1.0,0.0,218.0,18.0,0.0,40.8,,0.0,,,16.83,22.87,10.79,563.6,563.6,,990.4,990.4,,,,,,76.0,49.0,6.0,93.3,717.5,,,,,,
1979,GHCND:AG000060390,0.0,0.0,0.0,202.0,26.0,0.6,44.0,,,,,17.19,22.83,11.55,710.5,710.5,,1043.6,1043.6,,,,,,,,,,,,,,,,
1980,GHCND:AG000060390,0.0,3.0,0.0,205.0,24.0,-2.3,44.7,-0.6,,,,16.96,22.72,,655.1,655.1,-2.3,1181.2,1181.2,,,,,,93.0,53.0,9.0,39.3,729.6,,,,,,
1982,GHCND:AG000060390,0.0,0.0,0.0,199.0,31.0,1.3,42.0,,,,,17.66,22.94,12.37,850.1,850.1,,949.4,949.4,,,,,,104.0,65.0,7.0,44.3,873.2,,,,,,
1983,GHCND:AG000060390,0.0,5.0,0.0,240.0,27.0,-1.5,41.5,,0.0,,,17.77,23.86,11.69,849.1,849.1,,1176.0,1176.0,,,,,,52.0,29.0,2.0,46.9,332.8,,,,,,
1984,GHCND:AG000060390,0.0,0.0,0.0,201.0,21.0,0.4,42.9,,,,,16.86,22.43,11.29,614.7,614.7,,1071.4,1071.4,,,,,,94.0,67.0,8.0,115.2,884.4,,,,,,
1985,GHCND:AG000060390,0.0,2.0,0.0,218.0,18.0,-3.3,41.7,,-2.0,-3.3,,17.65,23.38,,791.7,791.7,,1093.8,1093.8,,,,,,87.0,61.0,5.0,45.1,706.8,,,,,,
1986,GHCND:AG000060390,0.0,0.0,0.0,215.0,44.0,0.5,43.2,,,,,17.81,23.5,12.12,893.4,893.4,,1010.2,1010.2,,,,,,97.0,53.0,8.0,57.1,746.4,,,,,,
1987,GHCND:AG000060390,0.0,2.0,0.0,234.0,36.0,-1.0,42.4,,-1.0,,,18.64,24.12,13.16,1036.7,1036.7,,986.2,986.2,,,,,,75.0,38.0,3.0,44.0,486.9,,,,,,
1988,GHCND:AG000060390,0.0,2.0,0.0,231.0,29.0,-1.9,47.5,,-1.9,,,18.13,23.8,12.45,906.6,906.6,,903.0,903.0,,,,,,83.0,54.0,5.0,44.9,577.3,,,,,,
1989,GHCND:AG000060390,0.0,1.0,0.0,243.0,56.0,-0.4,41.8,,-0.4,,,18.86,24.76,12.96,996.9,996.9,,984.8,984.8,,,,,,66.0,32.0,1.0,30.4,319.8,,,,,,
1990,GHCND:AG000060390,0.0,0.0,0.0,234.0,45.0,0.2,37.4,,,,,18.58,24.24,12.92,974.5,974.5,,659.6,659.6,,,,,,87.0,45.0,1.0,41.5,452.2,,,,,,
1991,GHCND:AG000060390,0.0,5.0,0.0,196.0,57.0,-1.1,40.5,-0.2,-0.2,,,17.3,23.23,11.37,871.3,871.3,,1181.9,1181.9,,,,,,86.0,44.0,3.0,36.2,431.1,,,,,,
1992,GHCND:AG000060390,0.0,4.0,0.0,219.0,24.0,-1.6,39.5,,-1.6,,,17.33,23.21,11.45,729.9,729.9,,1204.0,1204.0,,,,,,84.0,47.0,8.0,92.5,755.8,,,,,,
1993,GHCND:AG000060390,0.0,1.0,0.0,207.0,23.0,-0.3,38.4,,-0.3,,,17.51,23.15,11.88,819.6,819.6,,1063.3,1063.3,,,,,,82.0,43.0,2.0,37.0,489.8,,,,,,
1994,GHCND:AG000060390,0.0,0.0,0.0,242.0,56.0,0.8,42.0,,,,,18.56,24.6,12.53,1045.8,1045.8,,975.4,975.4,,,,,,66.0,39.0,4.0,50.3,456.8,,,,,,
1995,GHCND:AG000060390,0.0,3.0,0.0,239.0,27.0,-0.8,40.3,,-0.8,,,18.04,24.14,11.94,825.3,825.3,,995.6,995.6,,,,,,74.0,40.0,4.0,40.7,551.7,,,,,,
1996,GHCND:AG000060390,0.0,2.0,0.0,228.0,21.0,-1.9,45.2,-1.9,-1.4,,,17.53,23.05,,645.0,645.0,,825.1,825.1,,,,,,99.0,59.0,6.0,64.9,801.8,,,,,,
1997,GHCND:AG000060390,0.0,0.0,0.0,231.0,20.0,0.3,38.6,,,,,18.33,24.13,12.54,907.0,907.0,,944.2,944.2,,,,,,80.0,44.0,5.0,52.9,546.6,,,,,,
1998,GHCND:AG000060390,0.0,4.0,0.0,220.0,30.0,-1.3,40.2,,-0.4,,,17.62,23.76,11.48,763.8,763.8,,906.9,906.9,,,,,,78.0,47.0,6.0,48.7,609.3,,,,,,
1942,GHCND:AG000060390,0.0,1.0,,,,-1.2,,,-1.2,,,,,11.71,,,,,,,,,,,,,,,,,,,,,
1945,GHCND:AG000060390,0.0,1.0,0.0,232.0,31.0,-0.4,44.4,,-0.4,,,18.13,24.09,12.18,,,,,,,,,,,57.0,39.0,5.0,54.6,470.4,,,,,,
1947,GHCND:AG000060390,0.0,0.0,0.0,245.0,32.0,0.7,39.7,,,,,18.59,24.06,13.13,,,,,,,,,,,,,,,,,,,,,
2004,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,84.0,51.0,8.0,47.0,642.8,,,,,,
2005,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,77.0,43.0,4.0,48.0,547.9,,,,,,
2006,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,67.0,42.0,4.0,61.0,565.1,,,,,,
2007,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,89.0,57.0,6.0,66.0,762.0,,,,,,
2008,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,83.0,46.0,1.0,26.9,498.4,,,,,,
2009,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,90.0,55.0,1.0,30.0,606.7,,,,,,
2010,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,98.0,53.0,5.0,53.1,575.3,,,,,,
2011,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,84.0,54.0,4.0,48.0,683.3,,,,,,
2012,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,84.0,57.0,8.0,70.1,836.6,,,,,,
2013,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,105.0,68.0,6.0,116.1,884.6,,,,,,
2014,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,82.0,43.0,4.0,36.1,551.3,,,,,,
2015,GHCND:AG000060390,,,,,,,,,,,,,,,,,,,,,,,,,71.0,37.0,3.0,42.9,438.7,,,,,,
1945,GHCND:AE000041196,,,,,,,,,,,,,,,,,,78.8,78.8,,,,,,,,,,,,,,,,
1957,GHCND:AE000041196,0.0,0.0,0.0,343.0,172.0,7.8,43.3,,,,,25.68,31.14,20.21,2633.5,2633.5,,50.3,50.3,,,,,,,,,,,,,,,,
1958,GHCND:AE000041196,0.0,0.0,0.0,357.0,197.0,9.4,43.9,,,,,26.03,31.79,20.27,2814.6,2814.6,,41.7,41.7,,,,,,,,,,,,,,,,
1961,GHCND:AE000041196,,,,,,,,,,,,,,,,,,16.1,16.1,,,,,,,,,,,,,,,,
1955,GHCND:AE000041196,0.0,0.0,0.0,361.0,188.0,9.4,45.0,,,,,26.02,31.79,20.25,2750.3,2750.3,,,,,,,,,,,,,,,,,,,
1960,GHCND:AE000041196,0.0,0.0,0.0,363.0,189.0,9.4,43.9,,,,,25.92,31.69,20.15,2779.1,2779.1,,,,,,,,,,,,,,,,,,,
1956,GHCND:AE000041196,,,0.0,364.0,178.0,,45.0,,,,,,31.81,,,,,,,,,,,,,,,,,,,,,,
1979,GHCND:AE000041196,,,0.0,328.0,207.0,,48.0,,,,,,35.01,,,,,,,,,,,,,,,,,,,,,,
1980,GHCND:AE000041196,,,0.0,332.0,209.0,,48.0,,,,,,34.79,,,,,,,,,,,,,,,,,,,,,,
1987,GHCND:AE000041196,,,0.0,327.0,198.0,,46.1,,,,,,34.11,,,,,,,,,,,,,,,,,,,,,,
2012,GHCND:AE000041196,,,0.0,346.0,226.0,,49.3,,,,,,35.58,,,,,,,,,,,,,,,,,,,,,,
1946,GHCND:AG000060680,,,,,,,,,,,,,,,1579.8,,,,,,,,,,,,,,,,,,,,
1949,GHCND:AG000060680,0.0,6.0,0.0,323.0,118.0,-3.1,37.0,,-0.7,,,,,,1578.8,1578.8,,,,,,,,,,,,,,,,,,,
1959,GHCND:AG000060680,0.0,1.0,0.0,319.0,127.0,,,,,,,,,,1743.8,1743.8,,,,,,,,,6.0,2.0,0.0,,,,,,,,
2002,GHCND:AG000060680,,,0.0,303.0,138.0,,38.5,,,,,,29.47,,,,,,,,,,,,,,,,,,,,,,
2004,GHCND:AG000060680,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.0,0.0,6.1,28.5,,,,,,
1958,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
1959,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,195.0,98.0,7.0,109.0,1115.5,0.0,0.0,0.0,0.0,0.0,
1960,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,198.0,85.0,4.0,57.4,856.1,0.0,0.0,0.0,0.0,0.0,
1961,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0
1962,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,191.0,92.0,9.0,103.1,1122.3,0.0,0.0,0.0,0.0,0.0,
1963,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,196.0,76.0,12.0,68.6,1107.5,0.0,0.0,0.0,0.0,0.0,
1965,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,185.0,62.0,9.0,85.6,913.0,0.0,0.0,0.0,0.0,0.0,
1967,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,
1966,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,
1964,GHCND:ACW00011647,,,,,,,,,,,,,,,,,,,,,,,,,199.0,70.0,6.0,61.7,849.2,,,,,,
1959,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,,,,,,
1979,GHCND:AG000060611,0.0,,,,,,,,,,,,,,2043.5,2043.5,,,,,,,,,4.0,2.0,0.0,,,,,,,,
2005,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,17.0,8.0,0.0,18.0,72.5,,,,,,
2007,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,0.0,15.0,32.9,,,,,,
2008,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.0,,,,,,,,
2009,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,0.0,3.0,11.3,,,,,,
2010,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,5.1,6.4,,,,,,
2011,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,0.0,14.0,41.3,,,,,,
2012,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,0.0,5.1,9.6,,,,,,
2013,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,5.1,8.7,,,,,,
2014,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,4.1,4.7,,,,,,
2015,GHCND:AG000060611,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,0.0,23.9,49.0,,,,,,
2018,GHCND:AG000060611,0.0,0.0,,,,0.2,,,,,,,,16.52,,,,,,,,,,,,,,,,,,,,,
1983,GHCND:AEM00041194,,,0.0,315.0,180.0,,47.0,,,,,,32.15,,,,,,,,,,,,,,,,,,,,,,
1984,GHCND:AEM00041194,,,0.0,333.0,204.0,,46.5,,,,,,33.36,,,,,,,,,,,,,,,,,,,,,,
1985,GHCND:AEM00041194,,,0.0,333.0,188.0,,45.7,,,,,,33.31,,,,,,,,,,,,,,,,,,,,,,
2004,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,22.9,58.7,,,,,,
2006,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,18.0,7.0,1.0,45.0,103.7,,,,,,
2010,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,1.0,80.0,122.7,,,,,,
2011,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,0.0,16.0,25.6,,,,,,
2012,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,1.0,42.2,52.2,,,,,,
2014,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,0.0,15.7,59.3,,,,,,
2019,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,21.0,8.0,0.0,21.8,73.8,,,,,,
2020,GHCND:AEM00041194,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,3.0,41.9,150.9,,,,,,
1996,GHCND:AEM00041218,,,0.0,339.0,218.0,,48.5,,,,,,35.93,,,,,,,,,,,,,,,,,,,,,,
2006,GHCND:AEM00041218,,,0.0,335.0,231.0,,48.0,,,,,,36.2,,,,,,,,,,,,,,,,,,,,,,
2008,GHCND:AEM00041218,,,0.0,330.0,247.0,,49.0,,,,,,36.28,,,,,,,,,,,,,,,,,,,,,,
2009,GHCND:AEM00041218,,,0.0,329.0,234.0,,49.3,,,,,,36.63,,,,,,,,,,,,,,,,,,,,,,
2012,GHCND:AEM00041218,,,0.0,339.0,224.0,,48.6,,,,,,35.99,,,,,,,,,,,,,,,,,,,,,,
1999,GHCND:AJ000037989,0.0,0.0,0.0,162.0,7.0,0.1,34.9,,,,,16.02,19.61,12.42,783.4,783.4,,1560.7,1560.7,,,,,,,,,,,,,,,,
2000,GHCND:AJ000037989,0.0,6.0,0.0,158.0,10.0,-1.6,39.4,,-0.3,,,15.77,19.18,12.36,826.5,826.5,,1716.8,1716.8,,,,,,,,,,,,,,,,
1999,GHCND:ALE00100939,,,0.0,187.0,35.0,,41.4,,,,,,21.49,,,,,,,,,,,,,,,,,,,,,,
2000,GHCND:ALE00100939,,,0.0,194.0,18.0,,37.5,,,,,,21.34,,,,,,,,,,,,,,,,,,,,,,
1999,GHCND:ALE00108905,,,0.0,188.0,68.0,,,,,,,,,,,,,,,,,,,,119.0,91.0,24.0,,,,,,,,
2000,GHCND:ALE00108905,,,0.0,185.0,,,,,,,,,,,,,,,,,,,,,98.0,70.0,23.0,,,,,,,,
2001,GHCND:AM000037781,,,184.0,0.0,0.0,,18.8,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,
2003,GHCND:AM000037781,,,176.0,0.0,0.0,,19.5,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,
2002,GHCND:AGM00060550,,,0.0,174.0,57.0,,38.1,,,,,,21.67,,,,,,,,,,,,,,,,,,,,,,
2003,GHCND:AGM00060550,,,1.0,168.0,65.0,,38.5,,,,,,21.17,,,,,,,,,,,,,,,,,,,,,,
2002,GHCND:AGM00060560,0.0,25.0,,,,-6.1,,-1.7,-0.8,-3.4,-6.1,,,10.7,,,,,,,,,,,,,,,,,,,,,
2002,GHCND:AGM00060602,0.0,1.0,,,,0.0,,0.0,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,
2002,GHCND:AGM00060630,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,GHCND:AGM00060507,,,0.0,196.0,108.0,,44.8,,,,,,24.88,,,,,,,,,,,,,,,,,,,,,,
2004,GHCND:AGE00147718,,,,,,,,,,,,,,,,,,,,,,,,,31.0,19.0,3.0,55.9,303.9,,,,,,
2004,GHCND:AGM00060351,,,,,,,,,,,,,,,,,,,,,,,,,118.0,80.0,9.0,56.9,1092.2,,,,,,
2016,GHCND:AGM00060351,,,,,,,,,,,,,,,,,,,,,,,,,93.0,55.0,10.0,67.1,919.9,,,,,,
2017,GHCND:AGM00060351,,,,,,,,,,,,,,,,,,,,,,,,,91.0,63.0,11.0,47.0,963.3,,,,,,
2005,GHCND:AGE00147716,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,50.0,30.0,2.0,,,,,,,,
2016,GHCND:AGE00147716,0.0,1.0,,,,0.0,,,0.0,,,,,15.74,,,,566.1,566.1,,,,,,61.0,35.0,0.0,20.1,253.2,,,,,,
2017,GHCND:AGE00147716,,,,,,,,,,,,,,,,,,,,,,,,,40.0,19.0,2.0,40.9,217.0,,,,,,
2018,GHCND:AGE00147716,0.0,0.0,,,,5.7,,,,,,,,,,,,,,,,,,,77.0,41.0,2.0,,,,,,,,
2019,GHCND:AGE00147716,0.0,0.0,,,,3.1,,,,,,,,15.26,,,,,,,,,,,48.0,21.0,1.0,33.0,247.3,,,,,,
2020,GHCND:AGE00147716,0.0,0.0,,,,4.5,,,,,,,,15.89,,,,,,,,,,,35.0,11.0,2.0,39.9,190.6,,,,,,
2016,GHCND:AGM00060355,,,,,,,,,,,,,,,,,,,,,,,,,92.0,43.0,3.0,,,,,,,,
2017,GHCND:AGM00060355,0.0,0.0,,,,4.3,,,,,,,,15.7,,,,,,,,,,,92.0,53.0,6.0,48.0,714.7,,,,,,
2017,GHCND:AGM00060360,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,
2021,GHCND:AGM00060360,,,,,,,,,,,,,,,,,,,,,,,,,87.0,45.0,3.0,37.1,529.3,,,,,,
2019,GHCND:AGE00147719,,,,,,,,,,,,,,,,,,,,,,,,,33.0,16.0,,,,,,,,,
2020,GHCND:AGE00147719,,,,,,,,,,,,,,,,,,,,,,,,,24.0,10.0,,,,,,,,,
2021,GHCND:AGE00147719,,,,,,,,,,,,,,,,,,,,,,,,,26.0,10.0,0.0,18.0,102.4,,,,,,
2021,GHCND:AGM00060402,,,,,,,,,,,,,,,,,,,,,,,,,94.0,53.0,3.0,54.1,605.9,,,,,,
2021,GHCND:AGM00060425,,,,,,,,,,,,,,,,,,,,,,,,,68.0,35.0,1.0,53.1,373.9,,,,,,
2021,GHCND:AGM00060452,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,59.0,25.0,1.0,,,,,,,,
